,File_Name,rank,Rank_Diff,Time,SSIM,PSNR
0,ILSVRC2012_val_00001358.4_50.jpeg,498,-240,5.561066595999364,0.40810034662786693,10.576354364044334
1,ILSVRC2012_val_00000517.2_10.jpeg,1,0,5.539792233000298,0.7468745769338245,20.55170691069153
2,ILSVRC2012_val_00003462.4_30.jpeg,243,-113,6.068005729000106,0.5748259347840313,13.05614110560681
3,ILSVRC2012_val_00042652.2_50.jpeg,120,-93,5.6811112640007195,0.5740394609812509,11.854759035554654
4,ILSVRC2012_val_00043109.4_7.jpeg,422,-422,5.54370377199939,0.5287919030254324,14.259414865718874
5,ILSVRC2012_val_00027986.2_6.jpeg,38,-38,5.786191430999679,0.7718839290102743,15.758407337545835
6,ILSVRC2012_val_00003890.2_1.jpeg,192,-174,5.871604201000082,0.4600250512551775,12.353300396439392
7,ILSVRC2012_val_00048781.4_4.jpeg,707,-706,5.867072452000684,0.5051901594312856,13.394102507381868
8,ILSVRC2012_val_00043125.1_10.jpeg,62,-62,6.534305524999581,0.8290161384161449,19.149178330242155
9,ILSVRC2012_val_00027986.8_25.jpeg,306,-306,5.876245247999577,0.6869368707007125,16.106797991829943
10,ILSVRC2012_val_00027986.2_1.jpeg,71,-71,6.0398760919997585,0.7186374945881252,15.44198163601562
11,ILSVRC2012_val_00005196.8_12.jpeg,1,-1,6.11285000099997,0.818845804155857,16.45089983235058
12,ILSVRC2012_val_00004573.1_8.jpeg,189,-127,6.18632066400005,0.5509419161466929,14.839328059049834
13,ILSVRC2012_val_00048800.1_40.jpeg,0,0,6.200860079999984,0.749062839163795,13.305881445175693
14,ILSVRC2012_val_00048781.4_20.jpeg,473,-472,6.8836122410002645,0.6210381856124589,13.457096964243165
15,ILSVRC2012_val_00032831.8_12.jpeg,556,-556,6.7615737210007865,0.46168272509412933,15.211542237071672
16,ILSVRC2012_val_00000067.4_2.jpeg,757,-757,6.615302812999289,0.5307440281643847,20.65341041991417
17,ILSVRC2012_val_00028105.1_12.jpeg,0,0,6.4331730559997595,0.6961891827280277,15.82720537871819
18,ILSVRC2012_val_00001745.8_1.jpeg,712,-701,6.316248678000193,0.11965491213124829,10.438603692559397
19,ILSVRC2012_val_00004218.8_12.jpeg,201,-197,6.46073401600006,0.6153409853467868,13.149770279052957
20,ILSVRC2012_val_00000754.8_7.jpeg,681,-681,6.058299276999605,0.3501905917037638,14.017377649300544
21,ILSVRC2012_val_00048781.8_2.jpeg,709,-708,6.354672891000519,0.39591582905756073,14.02869249987937
22,ILSVRC2012_val_00002625.4_25.jpeg,296,-296,6.421138493999933,0.7417413762320908,16.34290705789612
23,ILSVRC2012_val_00001171.8_40.jpeg,711,-710,7.1611780459998045,0.8273483989894441,12.995352922907895
24,ILSVRC2012_val_00042652.8_5.jpeg,314,-287,6.301676115000191,0.525649122135907,11.992041620113906
25,ILSVRC2012_val_00029783.4_25.jpeg,859,-859,6.310904414999641,0.6522837767960719,16.018033519228666
26,ILSVRC2012_val_00000517.4_3.jpeg,397,-396,7.524281572999826,0.5637919499982146,19.273031098591535
27,ILSVRC2012_val_00043120.1_1.jpeg,9,-9,6.7497579459995904,0.48311740710560647,11.349166195105482
28,ILSVRC2012_val_00048756.4_18.jpeg,489,-488,6.28352656900006,0.7417151949056354,17.137423710367273
29,ILSVRC2012_val_00004858.2_8.jpeg,243,-177,6.246756092999931,0.7283045992429107,9.414969359415974
30,ILSVRC2012_val_00043133.4_20.jpeg,287,-287,6.418184690000089,0.7207441537822259,15.201565603954574
31,ILSVRC2012_val_00004218.8_40.jpeg,114,-110,6.423903392000284,0.6607272598700084,13.19125379058481
32,ILSVRC2012_val_00032831.2_5.jpeg,239,-239,6.352615816000252,0.5104717898218104,14.856869875223014
33,ILSVRC2012_val_00031164.4_40.jpeg,18,-18,6.297998995999478,0.72128558807475,19.234208349821074
34,ILSVRC2012_val_00043133.2_3.jpeg,156,-156,6.462378141000045,0.5791328318883182,14.535930716648819
35,ILSVRC2012_val_00048756.4_40.jpeg,388,-387,6.881356809999488,0.7596003249205789,17.16568331631698
36,ILSVRC2012_val_00033354.4_7.jpeg,217,-216,6.968294969999988,0.5517930687673156,16.86182735699035
37,ILSVRC2012_val_00030069.4_8.jpeg,292,-292,7.374919306000265,0.6839348652418992,12.662399830193664
38,ILSVRC2012_val_00000023.4_16.jpeg,30,-30,7.647539629999301,0.814429948510932,11.251067928541493
39,ILSVRC2012_val_00008526.1_10.jpeg,263,-218,6.651563511999484,0.6735953513030583,12.395067152107842
40,ILSVRC2012_val_00001487.4_30.jpeg,599,-599,6.374612501000229,0.5252381256942902,14.589952445135053
41,ILSVRC2012_val_00043152.8_16.jpeg,514,-514,6.2932183489992894,0.6602242088090945,13.846167084951794
42,ILSVRC2012_val_00002998.8_1.jpeg,693,-692,6.983442560000185,0.350824139824359,11.665239038225943
43,ILSVRC2012_val_00040587.4_6.jpeg,455,-455,7.774070423999547,0.6126187524409106,18.485769327505544
44,ILSVRC2012_val_00048820.8_8.jpeg,423,-405,6.962743942000088,0.43053805939216805,11.559247589833744
45,ILSVRC2012_val_00028105.4_8.jpeg,24,-24,6.909465110999918,0.5706573541808562,16.32067698174461
46,ILSVRC2012_val_00004858.8_6.jpeg,189,-123,6.857188838999718,0.5569884249722942,9.565802492271766
47,ILSVRC2012_val_00005581.1_12.jpeg,2,-2,7.159570104000522,0.837671917464293,10.36894643978866
48,ILSVRC2012_val_00003462.2_50.jpeg,276,-146,6.929009198999665,0.6202676972910006,13.006954242656759
49,ILSVRC2012_val_00043120.4_30.jpeg,1,-1,7.585496708999926,0.6787523233775841,11.967877008229655
50,ILSVRC2012_val_00001745.8_25.jpeg,674,-663,6.608344620000025,0.17345677386359837,10.599669274748546
51,ILSVRC2012_val_00001171.2_5.jpeg,268,-267,6.321980806999818,0.8242248435124805,12.721020433388396
52,ILSVRC2012_val_00029641.4_40.jpeg,118,-118,6.311815269000363,0.7053981114966333,19.90232669055245
53,ILSVRC2012_val_00000094.8_40.jpeg,223,-222,6.261442467000052,0.7955859925930391,11.744867767737857
54,ILSVRC2012_val_00001171.1_25.jpeg,42,-41,6.278232067999852,0.8405186493529759,12.730639111655503
55,ILSVRC2012_val_00029932.2_12.jpeg,502,-502,6.5538579829999435,0.5573369848444292,16.17108713018585
56,ILSVRC2012_val_00005223.4_4.jpeg,9,-9,6.553413902999637,0.4623077889714777,11.85716473335254
57,ILSVRC2012_val_00005581.2_25.jpeg,1,-1,6.911520539999401,0.8296635003512316,10.352626910383744
58,ILSVRC2012_val_00029641.4_6.jpeg,281,-281,6.930388914999639,0.605568696667326,19.34144747101351
59,ILSVRC2012_val_00000067.8_12.jpeg,397,-397,6.36364236099962,0.7380730096986537,23.173769682722373
60,ILSVRC2012_val_00038941.1_14.jpeg,92,-91,6.323093915000754,0.6718093103430113,14.877072090827905
61,ILSVRC2012_val_00000531.4_18.jpeg,769,-768,6.361411230000158,0.47726054394996764,12.808599297243365
62,ILSVRC2012_val_00048861.1_30.jpeg,215,-215,6.3570119489995704,0.5654727593679559,14.051139207735904
63,ILSVRC2012_val_00043152.8_3.jpeg,552,-552,6.30936789900079,0.5779679061008727,13.499060874760094
64,ILSVRC2012_val_00001063.2_8.jpeg,10,-9,6.323597313000391,0.5625277731751064,16.532955351608006
65,ILSVRC2012_val_00000754.2_5.jpeg,592,-592,6.328638134999892,0.31487981440833246,13.211125577749067
66,ILSVRC2012_val_00005196.2_4.jpeg,1,-1,6.383419566000157,0.8076032318690776,16.284884575126718
67,ILSVRC2012_val_00000754.8_4.jpeg,692,-692,6.476247784999941,0.321441040379727,13.786771365435264
68,ILSVRC2012_val_00000067.4_30.jpeg,10,-10,6.39732970499972,0.7799485432307874,23.159001648175135
69,ILSVRC2012_val_00005581.1_14.jpeg,1,-1,6.655634955000096,0.8500386748686587,10.343342075704403
70,ILSVRC2012_val_00046718.1_30.jpeg,25,-25,6.437490397000147,0.48692915118589025,11.363454391681792
71,ILSVRC2012_val_00001358.8_40.jpeg,592,-334,6.404453450999426,0.40343184311221,10.73838479393798
72,ILSVRC2012_val_00000785.4_18.jpeg,657,-649,6.341275275999578,0.6369899745791479,16.450875565411916
73,ILSVRC2012_val_00000094.8_6.jpeg,725,-724,6.387949384999956,0.7157066215403058,11.540122897983881
74,ILSVRC2012_val_00005223.2_10.jpeg,11,-11,6.352921798999887,0.5736220522160446,11.863299054110112
75,ILSVRC2012_val_00000094.1_6.jpeg,3,-2,6.3860497109999415,0.7274500900551764,11.36711970456563
76,ILSVRC2012_val_00001487.1_4.jpeg,582,-582,7.136256523999691,0.5092037779716445,14.148011776016103
77,ILSVRC2012_val_00046718.1_1.jpeg,53,-53,7.529384383999968,0.43993563554745446,11.335943219262091
78,ILSVRC2012_val_00048800.8_12.jpeg,50,-50,6.866874708999603,0.642591257333534,13.507096546913296
79,ILSVRC2012_val_00000785.1_10.jpeg,737,-729,6.870278074000453,0.6351850635916085,15.905913816068677
80,ILSVRC2012_val_00004379.4_12.jpeg,176,-100,6.91446046100009,0.4905479930872461,12.962900579003234
81,ILSVRC2012_val_00032831.4_18.jpeg,385,-385,7.639837817000625,0.46911070415574224,15.088479798815653
82,ILSVRC2012_val_00001745.2_8.jpeg,899,-888,6.522233998000047,0.37141073248199463,10.285501870731878
83,ILSVRC2012_val_00003462.2_16.jpeg,263,-133,7.866601196999909,0.6067219280960809,12.994343271479087
84,ILSVRC2012_val_00008526.2_50.jpeg,270,-225,7.184056863000478,0.7134649420305842,12.446338565580835
